userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1,89,84,29,42,81,43,0,67,45,1,13,22,16,26,40,51,22,7
5,7,6,6,9,13,12,0,24,7,0,1,5,1,8,1,8,2,1
7,45,38,11,11,32,18,0,37,14,2,4,8,10,16,29,32,8,0
17,39,35,10,7,19,32,1,51,17,2,3,3,10,7,20,27,9,6
18,191,134,31,32,126,134,9,211,48,8,11,12,56,39,102,161,14,11
19,87,100,33,55,197,47,0,74,58,8,43,22,39,75,60,100,7,7
21,192,159,46,49,147,56,0,64,49,2,6,10,14,49,90,104,7,4
27,38,51,17,36,36,6,0,39,16,1,0,12,3,22,25,12,12,10
31,15,14,4,6,19,2,1,13,7,0,2,5,1,13,8,11,1,0
32,29,17,2,6,41,19,1,44,11,0,2,2,7,29,9,31,3,1
33,14,10,6,8,51,24,0,102,5,2,2,6,8,48,7,25,8,1
40,21,21,7,17,36,13,0,47,12,0,2,6,3,20,8,15,3,6
43,31,34,13,32,44,16,0,42,17,0,5,12,4,25,15,29,3,3
44,17,16,3,2,18,4,0,9,2,0,2,1,1,6,6,13,0,0
45,99,96,31,48,194,47,1,114,39,0,15,27,18,65,68,81,14,3
46,18,13,4,4,12,12,0,15,3,0,2,3,3,6,7,18,3,3
50,32,33,26,12,64,30,11,82,25,2,10,7,16,18,23,35,9,4
54,6,6,3,4,11,7,0,15,3,0,1,2,3,6,4,13,3,1
57,128,105,31,36,172,54,1,150,42,11,10,27,30,82,68,87,33,15
63,87,71,31,24,87,48,7,76,32,5,6,10,21,25,43,56,13,1
64,116,96,32,47,197,89,6,227,66,3,51,27,51,97,54,132,27,8
66,96,66,16,18,141,56,0,147,38,4,23,6,25,59,43,79,14,10
71,20,15,1,5,7,3,0,5,4,0,0,1,2,6,9,13,1,0
73,60,53,17,17,97,25,0,63,21,0,4,4,11,30,30,29,5,2
78,28,18,1,2,21,9,0,8,2,0,2,0,2,6,13,18,3,0
86,30,27,12,11,14,9,0,27,17,0,2,2,6,16,17,17,5,1
89,39,60,76,81,325,27,4,74,39,0,33,12,11,58,22,16,9,4
90,3,4,1,2,22,5,4,32,2,0,1,3,1,18,4,6,1,0
91,172,114,35,29,123,84,7,154,59,1,84,16,42,42,103,175,15,15
93,46,56,4,17,36,8,0,26,19,0,3,1,2,23,22,22,4,4
96,33,22,2,4,17,14,0,27,5,1,3,2,7,8,12,24,5,1
98,22,27,17,17,31,6,0,31,13,0,11,7,5,13,20,14,3,0
103,74,96,52,82,147,61,2,168,62,4,13,26,22,51,33,58,12,8
107,11,13,1,3,13,7,0,17,4,0,1,0,1,5,5,9,3,3
112,23,16,4,3,8,11,0,19,5,0,2,1,5,3,15,15,4,1
119,97,71,32,26,70,48,4,88,27,1,6,1,11,18,37,66,12,4
121,15,8,2,2,16,10,1,24,3,0,2,1,2,16,3,20,5,3
124,8,12,5,5,19,11,0,23,2,1,1,0,5,7,7,12,2,0
130,10,10,1,2,9,6,0,12,3,0,1,0,0,2,4,9,2,1
134,16,11,5,5,8,8,0,14,3,0,3,4,2,5,6,11,2,3
135,84,56,6,16,106,43,2,77,39,1,21,9,23,30,46,80,7,3
137,33,33,5,8,34,18,6,75,14,5,13,5,11,27,27,28,19,3
140,161,107,12,44,127,117,3,330,28,5,6,11,41,108,34,169,63,39
141,47,55,22,22,85,24,0,50,27,0,5,7,6,23,28,26,5,2
144,30,34,13,17,50,19,2,51,18,0,6,8,8,39,9,27,6,3
145,7,10,3,3,7,7,0,9,2,0,0,2,1,3,3,9,1,1
151,9,13,5,13,37,2,0,12,12,0,6,4,1,8,4,14,0,0
155,20,20,7,9,25,7,0,5,5,0,1,1,0,4,10,7,2,1
156,42,45,10,19,185,65,3,203,31,12,5,20,34,94,19,55,28,6
159,8,17,12,9,39,2,0,38,12,0,0,4,1,36,3,6,3,0
160,68,44,20,29,64,47,0,100,32,2,22,17,24,29,54,69,14,1
161,4,14,13,15,21,3,2,9,8,0,1,7,1,10,5,3,0,0
166,79,50,15,15,50,50,2,81,28,3,12,3,19,28,33,64,11,3
167,39,51,25,28,80,23,0,31,39,1,6,13,5,18,28,21,4,1
169,41,53,24,46,143,23,3,101,42,0,6,50,6,79,23,29,10,3
171,21,22,8,11,31,18,0,34,15,0,3,8,8,8,10,19,2,5
177,144,150,81,104,284,102,3,328,114,6,39,64,51,192,68,143,27,9
178,21,16,2,3,20,15,2,38,6,0,3,0,6,18,10,26,8,1
179,26,18,2,4,30,14,0,22,4,0,3,1,4,9,9,29,3,1
182,173,120,24,20,259,164,12,443,62,11,37,17,72,137,99,206,54,9
185,3,12,12,14,17,3,0,20,7,0,0,12,3,19,1,6,1,0
186,84,95,16,36,72,17,1,67,44,3,20,17,15,41,87,59,7,4
191,9,7,3,4,25,12,4,46,4,1,0,0,4,18,2,17,3,0
200,97,84,11,22,164,45,1,108,38,3,8,16,13,88,40,63,11,3
201,34,30,5,9,56,10,0,33,14,0,6,3,5,32,33,23,3,2
202,125,90,12,16,105,57,3,222,32,6,10,9,35,79,61,103,30,16
206,7,8,3,4,8,2,0,12,3,0,0,3,3,8,3,9,0,1
213,34,28,7,10,21,7,0,28,16,0,12,1,7,10,16,31,4,0
214,4,5,2,3,6,1,0,8,4,0,0,2,2,5,3,5,0,0
216,14,16,15,15,96,19,1,52,15,9,2,20,8,36,6,18,5,3
217,163,126,22,52,171,62,0,106,43,3,17,18,25,39,72,123,16,7
219,159,101,32,23,134,89,3,117,39,8,19,8,46,40,74,143,10,4
220,85,75,24,25,68,33,1,52,21,0,3,8,9,20,49,57,6,5
223,25,23,8,9,21,10,1,24,13,1,1,3,7,15,13,21,2,1
226,85,97,32,58,229,67,6,139,65,0,21,28,31,64,53,70,8,7
229,20,13,2,5,28,14,0,28,6,0,2,1,1,13,5,22,3,1
232,216,144,44,72,274,112,14,279,81,1,50,33,48,125,90,194,31,6
233,34,29,10,10,33,37,1,74,17,1,4,3,13,16,16,33,9,1
234,74,86,35,67,66,21,0,42,37,0,9,20,8,18,38,26,3,7
239,120,80,15,17,78,72,4,117,34,2,6,4,23,37,60,96,16,6
240,44,38,10,29,54,11,0,39,20,0,6,8,3,23,21,28,5,5
247,51,54,20,22,31,29,0,64,26,1,3,7,19,15,29,38,8,2
249,437,268,73,63,384,184,5,310,113,4,78,22,82,110,226,335,37,16
252,10,17,19,15,20,1,0,14,14,0,0,4,2,5,6,2,0,0
254,36,32,6,8,23,31,4,60,10,2,8,2,19,15,24,46,7,1
263,41,46,20,22,91,22,6,100,19,2,2,11,9,86,17,23,11,1
264,14,21,7,10,8,1,0,15,10,0,3,6,4,7,15,10,5,0
269,9,8,2,5,9,5,0,9,3,0,1,2,2,5,3,13,0,0
270,10,8,2,3,12,6,0,11,3,0,0,2,3,9,3,11,0,0
273,8,9,6,9,32,8,0,21,6,0,3,5,1,14,6,10,1,0
274,340,226,86,120,397,182,13,346,132,7,197,41,91,93,174,348,30,23
275,34,31,11,13,180,72,14,205,22,9,3,6,24,87,21,62,15,5
276,11,18,6,11,26,0,0,7,7,0,1,3,1,5,8,5,2,0
277,13,12,2,4,14,1,0,2,5,0,0,1,1,3,10,10,0,0
279,84,45,2,2,32,45,0,60,12,1,10,1,19,8,48,63,10,4
280,21,25,8,21,102,23,1,90,26,0,3,10,10,77,7,19,6,0
282,58,47,15,18,100,60,4,108,24,0,5,10,17,33,26,57,13,3
283,6,4,1,4,20,5,0,10,4,0,2,0,0,6,4,5,2,0
288,179,213,66,132,344,102,4,360,97,6,53,48,53,141,132,163,54,34
290,30,35,7,11,61,47,5,164,12,10,20,11,27,47,17,54,23,7
291,15,26,6,6,4,2,0,7,15,0,0,0,3,2,9,5,1,0
292,195,160,45,66,113,52,1,98,52,0,9,13,20,38,93,117,13,8
293,4,2,1,1,3,3,0,6,1,1,1,0,1,2,2,4,1,0
304,76,58,13,22,67,24,0,78,20,0,8,12,8,52,47,52,14,7
307,96,100,33,47,224,95,2,207,66,5,43,29,44,87,51,118,13,8
314,35,26,8,13,40,14,0,41,14,0,5,6,7,25,19,28,6,3
322,18,17,3,5,37,16,1,44,10,2,2,1,9,18,10,27,5,0
323,16,15,6,9,20,14,0,37,6,0,4,4,5,12,13,20,5,0
328,50,67,33,42,66,31,1,61,42,0,8,20,10,24,31,30,8,4
330,58,52,13,21,80,37,0,94,31,0,18,13,17,32,45,48,12,4
332,88,62,10,12,60,53,1,122,30,4,12,6,18,31,47,66,24,4
334,46,56,25,22,62,15,1,51,28,0,7,7,10,39,29,26,3,1
336,19,8,3,3,18,18,0,30,4,1,4,0,7,13,3,19,7,1
337,23,14,1,5,22,13,0,35,5,0,2,2,6,14,10,28,3,2
339,84,74,16,17,80,61,15,210,21,5,26,2,38,45,62,111,43,6
341,15,16,5,8,37,6,0,11,8,0,1,1,1,8,9,9,2,1
347,17,17,4,6,18,4,0,15,5,0,1,3,4,12,9,16,3,2
350,14,15,3,4,18,4,0,7,6,0,2,2,2,7,9,15,0,0
353,27,15,4,7,28,20,1,28,5,0,6,3,4,13,7,30,4,5
357,51,67,32,49,158,51,21,176,55,2,23,39,27,97,37,56,14,8
359,12,19,4,8,18,6,0,34,6,0,2,2,4,17,12,16,2,2
364,12,10,2,3,3,3,0,5,2,0,0,2,3,2,5,13,0,0
367,22,27,10,24,89,11,0,72,17,1,9,8,6,48,15,15,3,4
372,51,33,5,11,51,35,1,89,13,2,12,8,15,39,21,56,17,6
373,17,12,6,12,19,15,0,36,10,0,4,4,7,14,7,26,4,2
378,16,13,6,6,8,18,0,29,8,0,1,1,5,1,6,17,4,1
380,545,354,142,147,321,185,4,284,190,3,165,48,85,79,295,403,31,20
381,117,155,66,79,168,38,7,144,93,0,18,30,25,83,72,94,9,4
382,111,106,27,37,81,33,0,68,47,0,11,9,12,50,48,73,11,3
385,52,46,15,24,59,29,1,79,23,2,7,18,7,31,31,35,12,8
389,14,11,1,1,11,5,0,8,3,0,0,0,3,6,5,15,0,0
391,62,54,12,15,104,58,3,173,23,8,13,18,37,71,37,84,19,6
396,1,5,8,8,11,5,0,8,4,0,0,2,3,4,0,5,0,0
399,17,20,6,6,9,5,0,12,7,0,2,0,1,3,8,7,4,0
401,15,46,48,44,39,1,0,12,29,0,1,12,1,15,10,2,1,1
411,26,20,3,9,36,15,1,53,6,0,4,3,8,25,9,34,6,5
414,501,361,110,139,780,344,58,1120,173,13,92,89,129,395,256,472,112,43
420,38,35,12,10,59,14,6,60,24,2,18,11,11,22,30,34,14,0
422,16,7,1,4,17,8,0,34,4,3,6,1,8,9,7,14,9,6
434,74,57,19,14,58,48,1,86,24,0,14,4,17,25,46,60,13,2
436,22,21,10,28,49,10,0,37,14,0,2,7,2,17,5,24,3,3
438,238,129,35,32,214,91,9,186,54,2,12,17,22,108,88,152,21,6
443,13,13,1,1,7,8,0,23,7,0,5,0,3,7,11,11,2,0
448,320,250,72,96,569,184,18,372,92,3,25,47,59,135,155,240,38,39
451,12,10,2,3,12,5,0,10,3,0,1,2,2,9,4,17,0,0
453,82,51,11,11,147,56,1,111,16,1,10,6,21,59,35,82,17,3
456,10,10,3,6,18,4,0,12,6,0,2,2,4,10,5,12,0,0
460,26,28,12,13,23,14,0,41,15,0,4,1,11,14,20,23,3,0
468,9,8,3,4,9,7,0,12,4,0,1,2,2,4,3,11,2,2
469,114,89,7,15,153,70,0,177,33,13,34,12,38,67,91,114,25,11
470,26,21,4,8,28,17,0,34,9,0,1,4,5,17,8,30,6,2
471,10,8,6,6,13,4,0,12,6,0,1,1,1,6,5,7,5,0
474,172,218,70,105,569,212,90,1047,113,46,73,112,126,430,122,302,101,41
476,14,17,11,19,26,7,0,32,8,0,0,6,3,22,4,19,3,2
477,168,156,77,70,228,57,8,217,94,6,39,18,51,65,173,118,19,8
480,149,121,34,43,235,104,12,304,74,4,39,26,51,99,68,135,37,10
483,182,170,86,71,292,88,5,225,122,3,27,38,47,140,112,112,24,9
484,38,26,28,41,150,43,1,77,30,1,18,20,24,53,18,43,4,0
488,7,22,14,15,51,10,2,41,17,2,3,8,4,27,2,6,4,1
490,17,18,6,5,30,14,0,50,13,0,1,1,7,20,10,19,3,0
492,39,27,5,14,54,13,0,30,10,0,8,4,5,14,15,42,1,0
500,8,16,20,17,52,5,0,21,12,0,2,10,2,20,6,6,1,0
504,5,8,3,5,45,18,3,51,10,0,1,2,5,31,2,15,2,1
509,93,140,97,103,162,35,1,141,102,2,12,41,22,98,68,46,5,6
514,74,59,22,32,109,39,4,112,32,2,39,16,19,37,49,66,8,6
517,17,49,27,52,65,14,0,79,40,0,2,34,8,50,11,14,14,2
522,67,50,10,5,56,43,2,74,18,1,4,6,18,18,48,46,8,2
524,60,44,2,4,31,13,0,36,11,1,5,2,5,13,24,38,11,5
525,107,128,73,85,198,41,28,167,70,1,9,56,16,114,66,65,12,2
529,8,10,2,4,8,0,0,2,5,0,0,2,2,2,4,7,0,0
533,12,8,3,3,14,6,0,12,5,0,22,1,5,4,12,13,1,1
534,267,234,81,81,206,55,0,94,106,1,32,22,18,52,146,114,16,6
541,24,21,9,9,30,13,0,30,5,0,5,5,4,16,7,26,3,4
544,7,6,1,1,6,1,1,8,1,0,1,0,2,4,3,7,0,0
550,15,14,4,3,6,6,0,11,2,0,0,0,1,3,15,8,3,0
555,113,86,8,27,240,57,1,171,37,1,58,10,28,84,103,104,16,10
559,52,38,14,21,51,17,0,40,18,0,5,12,5,25,24,38,4,2
560,143,94,33,19,143,77,9,187,54,2,21,15,41,64,92,121,16,9
561,180,130,22,28,146,69,0,142,57,5,36,9,36,44,105,114,34,5
562,50,36,11,15,80,40,1,113,20,2,55,5,20,53,34,71,8,1
567,31,39,22,12,34,12,0,76,20,1,5,1,14,16,37,28,11,2
570,63,55,8,11,46,25,0,77,22,0,10,2,15,33,47,53,9,1
572,27,26,5,5,50,21,0,80,5,1,3,2,12,40,14,25,20,6
573,134,97,24,26,90,57,3,82,35,2,26,9,25,22,64,97,17,2
579,19,16,17,19,29,4,0,32,8,0,2,12,5,22,11,14,5,0
580,147,102,15,17,73,82,2,164,31,3,26,5,40,51,126,146,20,11
584,28,18,5,10,28,12,0,30,7,0,4,5,5,16,13,28,3,1
587,24,27,3,9,107,20,0,75,11,2,1,6,9,53,22,18,6,5
590,182,152,32,56,179,110,2,267,63,22,30,34,57,94,85,157,45,24
596,159,136,48,43,102,51,2,126,70,2,17,20,36,57,113,75,7,3
597,98,66,8,19,188,66,2,181,31,11,15,15,35,82,35,92,21,8
599,371,224,90,62,325,236,41,545,106,22,68,31,94,153,214,274,49,24
601,37,40,21,18,20,17,1,49,19,0,1,0,12,16,20,25,8,1
603,110,71,2,11,249,125,26,456,40,22,63,27,63,174,54,165,26,17
604,31,19,7,13,27,19,0,38,12,0,22,4,4,13,16,29,2,2
605,54,85,21,44,68,7,1,49,109,0,10,20,7,53,22,17,8,3
607,67,39,5,17,48,25,0,77,21,0,34,4,17,26,31,58,5,2
609,11,10,1,2,7,6,2,19,1,0,2,0,0,5,5,14,4,1
610,440,242,64,51,377,246,5,453,131,10,261,12,111,108,213,435,44,32
6,60,46,14,46,113,29,0,135,25,1,19,12,14,67,19,63,11,11
8,10,8,1,4,21,8,0,18,4,0,2,1,3,14,4,15,3,1
20,28,66,61,99,86,19,2,64,40,0,9,55,13,37,15,24,4,0
51,69,57,13,21,145,43,2,106,35,3,43,12,18,62,49,65,11,7
62,161,128,11,21,87,63,0,142,66,1,21,5,42,42,110,111,18,5
82,103,59,8,11,94,46,1,36,19,0,13,5,10,27,34,54,7,8
94,16,16,2,6,17,9,0,19,5,0,1,2,2,6,7,18,4,3
104,42,72,42,55,164,15,0,63,45,1,2,40,7,90,25,22,7,2
117,42,31,14,25,56,23,0,71,17,0,5,13,6,40,16,44,9,5
122,102,82,23,19,117,59,2,111,35,1,38,4,27,25,80,88,11,8
125,101,67,27,19,136,48,0,145,40,2,24,5,24,54,81,82,10,4
221,44,36,4,6,99,79,12,191,18,18,14,5,40,53,22,62,27,17
284,34,22,2,5,51,13,0,13,8,0,0,2,2,19,13,24,2,3
294,62,59,9,21,160,47,1,59,31,1,9,8,8,26,35,31,8,7
299,12,6,0,1,2,2,0,5,1,0,7,0,1,1,4,8,2,1
305,248,140,25,31,155,143,0,278,56,4,57,11,56,62,139,224,42,14
308,13,32,14,19,19,2,1,16,21,0,0,8,0,13,9,5,0,0
318,211,173,87,66,269,133,87,396,107,14,29,26,68,101,146,183,43,10
321,17,15,3,8,28,8,0,17,7,0,2,3,3,16,9,19,2,0
395,22,19,7,17,20,7,0,13,10,0,0,6,2,11,10,12,3,2
425,115,80,16,21,86,61,0,126,26,1,30,7,28,43,59,104,16,3
426,9,25,15,18,33,6,0,31,17,0,0,6,2,23,8,4,1,0
432,65,50,13,16,34,51,0,130,17,1,20,4,34,54,41,87,14,1
446,19,16,5,8,29,11,0,31,8,0,2,5,6,21,10,24,3,2
447,32,17,5,10,26,15,0,33,8,0,4,5,3,16,7,31,4,6
458,20,14,4,6,22,8,0,27,4,0,0,4,1,21,6,21,4,1
475,96,102,24,26,45,12,0,21,38,0,3,3,4,10,79,40,4,1
482,52,33,3,8,40,11,0,34,14,0,5,3,7,21,22,35,1,1
501,11,12,3,5,13,10,0,13,1,0,2,1,4,6,5,17,1,0
512,19,12,3,5,12,9,0,23,5,0,2,3,5,9,8,21,5,2
523,23,29,24,14,21,12,0,39,28,0,4,4,3,18,12,13,4,0
527,43,82,16,38,47,7,1,51,27,1,20,19,10,21,37,32,7,3
566,19,15,1,2,28,8,0,28,4,0,1,1,3,23,9,20,6,3
586,113,116,50,53,63,22,0,47,45,0,5,6,9,21,68,50,7,3
592,38,29,5,8,36,18,0,24,12,0,5,4,4,14,15,30,3,6
594,83,38,5,14,84,20,1,72,14,0,14,8,6,86,34,47,6,1
600,64,105,46,74,248,44,12,185,102,3,39,48,26,104,59,72,10,9
602,41,25,2,6,31,28,1,59,6,2,3,2,10,22,14,51,7,3
42,90,56,5,7,162,56,3,153,19,1,11,7,24,78,30,92,18,11
58,24,15,8,10,44,16,0,46,10,0,1,9,6,28,8,32,5,3
100,25,17,2,6,82,12,0,71,10,0,1,12,5,79,6,16,6,5
102,22,13,2,4,21,13,0,18,0,0,2,2,3,14,4,23,3,5
116,25,16,3,4,25,7,0,24,6,0,4,7,5,24,10,18,5,1
150,10,7,0,1,9,4,0,10,2,0,0,1,3,5,3,15,0,0
302,12,7,0,0,6,9,0,15,0,0,0,0,4,6,5,16,1,2
368,151,69,0,1,53,80,0,149,9,6,25,6,37,38,50,165,44,10
410,3,8,1,2,86,31,2,97,11,10,2,4,15,41,2,21,7,2
588,15,8,1,1,9,15,0,26,0,0,2,1,5,5,4,22,4,2
14,9,8,0,2,12,4,0,24,0,0,1,1,2,14,2,11,4,4
84,31,24,2,17,112,32,4,165,16,3,11,17,15,92,14,46,17,8
162,5,3,1,1,10,9,0,35,1,0,0,1,1,14,1,9,3,2
111,108,88,44,47,361,70,19,107,53,0,16,22,25,87,29,69,5,3
120,6,8,2,3,8,2,0,6,2,0,1,2,2,5,3,5,0,0
147,4,2,1,1,8,3,0,3,1,0,1,1,0,3,2,2,1,1
170,18,12,5,8,14,6,0,23,3,0,1,5,1,12,3,18,4,4
181,22,14,4,8,36,14,0,40,8,0,3,6,4,20,3,33,4,3
402,22,11,2,3,17,11,0,19,2,0,1,3,1,9,6,23,1,0
521,10,9,1,3,14,9,0,20,4,0,0,2,5,10,5,16,0,0
11,41,17,0,0,10,12,0,23,0,0,1,0,3,13,8,30,6,2
23,27,18,10,3,24,39,2,75,14,11,3,0,22,11,17,37,5,3
24,54,32,2,2,47,23,0,38,15,0,4,1,13,29,25,33,7,0
28,121,77,4,2,52,90,1,220,19,4,15,3,34,22,87,115,39,20
68,314,227,63,76,378,141,31,365,99,3,58,35,56,224,142,245,36,17
79,37,19,0,0,13,11,5,20,4,1,6,4,2,6,14,22,5,0
105,163,137,105,61,240,132,22,361,86,6,30,14,70,123,93,147,44,7
109,25,16,6,11,45,20,1,61,8,1,5,6,5,24,11,36,6,6
195,41,24,2,4,46,36,0,99,6,2,9,1,14,23,16,49,13,3
199,65,36,0,1,102,77,5,174,8,4,9,1,25,64,20,72,39,7
244,42,23,0,1,17,12,0,34,6,1,5,0,3,12,15,31,13,3
266,60,37,2,2,63,33,1,43,15,1,7,5,6,9,29,42,9,1
286,28,19,6,9,35,25,0,52,10,1,10,3,7,20,10,36,5,1
297,14,4,0,0,3,21,0,18,0,1,1,0,7,2,1,34,1,0
312,65,49,0,2,42,30,1,90,16,5,63,4,29,20,81,79,22,3
313,121,83,9,12,60,49,0,75,44,3,58,5,24,26,96,102,9,5
317,45,16,1,1,29,66,5,109,2,5,10,1,21,22,16,73,13,1
325,36,42,6,12,87,50,0,117,26,9,23,10,28,32,32,74,5,4
362,40,22,5,4,14,45,0,55,11,3,14,3,18,7,19,48,6,4
386,18,10,1,3,15,12,0,15,1,0,4,1,6,4,7,22,2,3
400,17,12,1,1,6,18,0,22,5,0,2,0,5,2,12,15,1,0
437,24,17,0,2,34,24,1,80,4,0,0,0,8,27,11,23,13,2
444,11,3,1,3,12,16,0,20,5,0,2,1,3,8,4,17,4,1
486,35,25,1,2,11,15,0,13,6,0,2,1,4,7,11,28,4,2
493,45,17,0,0,10,15,0,18,4,0,3,0,0,5,12,19,3,2
532,28,8,0,0,3,21,0,27,1,1,6,0,3,5,9,21,5,1
553,18,7,0,0,21,47,4,51,1,1,0,0,7,11,4,35,1,0
577,65,55,2,10,32,18,0,79,8,0,8,3,7,22,40,33,22,4
